"","Gene_Symbol","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000237343",NA,0.380333069419851,-0.463976449648799,0,0.016,1
"ENSG00000277420",NA,0.380333069419851,0.746269489319708,0,0.016,1
"ENSG00000189171","S100A13",0.380333069419851,0.634272559820696,0,0.016,1
"ENSG00000132688","NES",0.380333069419851,-0.747476837616246,0,0.016,1
"ENSG00000163568","AIM2",0.380333069419851,0.479661883276999,0,0.016,1
"ENSG00000158859","ADAMTS4",0.380333069419851,-0.894237965489946,0,0.016,1
"ENSG00000143167","GPA33",0.380333069419851,0.58984122879379,0,0.016,1
"ENSG00000235736",NA,0.380333069419851,0.186775488280658,0,0.016,1
"ENSG00000076258","FMO4",0.380333069419851,0.447704197420975,0,0.016,1
"ENSG00000226640",NA,0.380333069419851,0.687710169365585,0,0.016,1
"ENSG00000170075","GPR37L1",0.380333069419851,0.310791634716509,0,0.016,1
"ENSG00000159388","BTG2",0.380333069419851,-0.177831305118522,0,0.016,1
"ENSG00000196550","FAM72A",0.380333069419851,0.417508243666253,0,0.016,1
"ENSG00000162772","ATF3",0.380333069419851,0.852164910241459,0,0.016,1
"ENSG00000225233",NA,0.380333069419851,-0.244817432873238,0,0.016,1
"ENSG00000228625",NA,0.380333069419851,0.613154508671183,0,0.016,1
"ENSG00000188739","RBM34",0.380333069419851,0.762356785669782,0,0.016,1
"ENSG00000174371","EXO1",0.380333069419851,1.00891496839338,0,0.016,1
"ENSG00000284600",NA,0.380333069419851,0.526015755898929,0,0.016,1
"ENSG00000223884",NA,0.380333069419851,0.705971745076551,0,0.016,1
"ENSG00000205221","VIT",0.380333069419851,0.342268980668657,0,0.016,1
"ENSG00000279956",NA,0.380333069419851,0.935576311908257,0,0.016,1
"ENSG00000232046","LINC01798",0.380333069419851,-0.118648158682323,0,0.016,1
"ENSG00000115325","DOK1",0.380333069419851,0.268059972590449,0,0.016,1
"ENSG00000236209",NA,0.380333069419851,0.443833752022504,0,0.016,1
"ENSG00000163060","TEKT4",0.380333069419851,0.541671757700855,0,0.016,1
"ENSG00000158050","DUSP2",0.380333069419851,-1.21641809483679,0,0.016,1
"ENSG00000234199","LINC01191",0.380333069419851,0.486603327866771,0,0.016,1
"ENSG00000248672","LY75-CD302",0.380333069419851,0.304370002625348,0,0.016,1
"ENSG00000197635","DPP4",0.380333069419851,-0.440485219586392,0,0.016,1
"ENSG00000213981",NA,0.380333069419851,-0.32402698221731,0,0.016,1
"ENSG00000197557","IFT70A",0.380333069419851,0.572286336079578,0,0.016,1
"ENSG00000127831","VIL1",0.380333069419851,0.428016060078834,0,0.016,1
"ENSG00000232023","LINC01807",0.380333069419851,0.416617575694343,0,0.016,1
"ENSG00000235419","LOC112268431",0.380333069419851,0.621546529112333,0,0.016,1
"ENSG00000237126",NA,0.380333069419851,0.58677492385114,0,0.016,1
"ENSG00000226321","CROCC2",0.380333069419851,-0.32903432148402,0,0.016,1
"ENSG00000173811","CCDC13-AS1",0.380333069419851,-0.195358053447125,0,0.016,1
"ENSG00000188338","SLC38A3",0.380333069419851,0.769768798224111,0,0.016,1
"ENSG00000272182",NA,0.380333069419851,0.32074245229696,0,0.016,1
"ENSG00000163421","PROK2",0.380333069419851,-0.83768078810583,0,0.016,1
"ENSG00000179097","HTR1F",0.380333069419851,0.833987221426703,0,0.016,1
"ENSG00000240423","LINC00636",0.380333069419851,0.582955758234474,0,0.016,1
"ENSG00000206532",NA,0.380333069419851,0.616288962907333,0,0.016,1
"ENSG00000189366",NA,0.380333069419851,0.224378953835716,0,0.016,1
"ENSG00000229619","MBNL1-AS1",0.380333069419851,1.02738215625553,0,0.016,1
"ENSG00000272990",NA,0.380333069419851,0.367178751790862,0,0.016,1
"ENSG00000240567","LINC02067",0.380333069419851,0.528591635389787,0,0.016,1
"ENSG00000145075",NA,0.380333069419851,0.269052678743989,0,0.016,1
"ENSG00000231724",NA,0.380333069419851,-0.629136260876621,0,0.016,1
"ENSG00000068078","FGFR3",0.380333069419851,0.503667090849677,0,0.016,1
"ENSG00000109758","HGFAC",0.380333069419851,-0.244110145971451,0,0.016,1
"ENSG00000109743","BST1",0.380333069419851,0.32059907772869,0,0.016,1
"ENSG00000248238",NA,0.380333069419851,0.380624645278448,0,0.016,1
"ENSG00000249330",NA,0.380333069419851,0.288993030726164,0,0.016,1
"ENSG00000163631","ALB",0.380333069419851,0.578104369117957,0,0.016,1
"ENSG00000248646",NA,0.380333069419851,0.592498218092746,0,0.016,1
"ENSG00000156194","PPEF2",0.380333069419851,0.272990519703878,0,0.016,1
"ENSG00000156269","NAA11",0.380333069419851,-0.613787177811869,0,0.016,1
"ENSG00000251170",NA,0.380333069419851,0.199758542304452,0,0.016,1
"ENSG00000251259",NA,0.380333069419851,0.741170614671684,0,0.016,1
"ENSG00000138795","LEF1",0.380333069419851,-0.323882065930932,0,0.016,1
"ENSG00000249513",NA,0.380333069419851,0.326346429185014,0,0.016,1
"ENSG00000273449",NA,0.380333069419851,-0.102904289218353,0,0.016,1
"ENSG00000231171","LINC01098",0.380333069419851,-0.462999477608091,0,0.016,1
"ENSG00000272297",NA,0.380333069419851,0.13638659031606,0,0.016,1
"ENSG00000248455","LINC02217",0.380333069419851,0.178481101829922,0,0.016,1
"ENSG00000251033",NA,0.380333069419851,-0.122037634302133,0,0.016,1
"ENSG00000272123",NA,0.380333069419851,-0.22182158294099,0,0.016,1
"ENSG00000235635",NA,0.380333069419851,0.327490463631495,0,0.016,1
"ENSG00000145642","SHISAL2B",0.380333069419851,0.220046480339751,0,0.016,1
"ENSG00000152939","MARVELD2",0.380333069419851,0.320605369305117,0,0.016,1
"ENSG00000205571","SMN1",0.380333069419851,0.317610171739497,0,0.016,1
"ENSG00000145692","BHMT",0.380333069419851,0.275944169348136,0,0.016,1
"ENSG00000250258",NA,0.380333069419851,0.55852287373303,0,0.016,1
"ENSG00000248428",NA,0.380333069419851,0.788538437131697,0,0.016,1
"ENSG00000272139",NA,0.380333069419851,-0.188158905147446,0,0.016,1
"ENSG00000125347","IRF1",0.380333069419851,0.419675269286275,0,0.016,1
"ENSG00000113209","PCDHB5",0.380333069419851,0.4241828968233,0,0.016,1
"ENSG00000279068",NA,0.380333069419851,0.594961302677222,0,0.016,1
"ENSG00000253591","KCNIP1-AS1",0.380333069419851,0.316353006088129,0,0.016,1
"ENSG00000160867","FGFR4",0.380333069419851,0.515997204706762,0,0.016,1
"ENSG00000096696","DSP",0.380333069419851,0.547904103135733,0,0.016,1
"ENSG00000224328","MDC1-AS1",0.380333069419851,0.115040127084373,0,0.016,1
"ENSG00000137310","TCF19",0.380333069419851,-0.41989325752948,0,0.016,1
"ENSG00000242574","HLA-DMB",0.380333069419851,0.130822616467731,0,0.016,1
"ENSG00000157343","ARMC12",0.380333069419851,0.146093234509907,0,0.016,1
"ENSG00000137225","CAPN11",0.380333069419851,0.855673795629031,0,0.016,1
"ENSG00000146232","NFKBIE",0.380333069419851,-0.362168408282084,0,0.016,1
"ENSG00000271857",NA,0.380333069419851,0.286097906988307,0,0.016,1
"ENSG00000253809",NA,0.380333069419851,-0.295979351257737,0,0.016,1
"ENSG00000224944",NA,0.380333069419851,0.225642593745186,0,0.016,1
"ENSG00000223537","ZBTB24-DT",0.380333069419851,0.175661393416656,0,0.016,1
"ENSG00000231046","SLC60A2-DT",0.380333069419851,-0.362645002414274,0,0.016,1
"ENSG00000016402","IL20RA",0.380333069419851,0.325544111485668,0,0.016,1
"ENSG00000122194","PLG",0.380333069419851,0.322865901370168,0,0.016,1
"ENSG00000026297","RNASET2",0.380333069419851,0.409083183862975,0,0.016,1
"ENSG00000180347","ITPRID1",0.380333069419851,-0.792522676284405,0,0.016,1
"ENSG00000224101","ELMO1-AS1",0.380333069419851,0.240191069478398,0,0.016,1
"ENSG00000106624","AEBP1",0.380333069419851,-0.565859812684211,0,0.016,1
"ENSG00000228204",NA,0.380333069419851,0.660118411120942,0,0.016,1
"ENSG00000106333","PCOLCE",0.380333069419851,0.359645899222585,0,0.016,1
"ENSG00000106366","SERPINE1",0.380333069419851,-1.02285657986109,0,0.016,1
"ENSG00000234715","SLC26A5-AS1",0.380333069419851,-0.566437453255609,0,0.016,1
"ENSG00000128591","FLNC",0.380333069419851,0.524091419285451,0,0.016,1
"ENSG00000135253","KCP",0.380333069419851,0.653085257226599,0,0.016,1
"ENSG00000197993","KEL",0.380333069419851,0.324137919943933,0,0.016,1
"ENSG00000283648",NA,0.380333069419851,-0.238004980491359,0,0.016,1
"ENSG00000106538","RARRES2",0.380333069419851,0.497244357652234,0,0.016,1
"ENSG00000227042",NA,0.380333069419851,0.572003165361076,0,0.016,1
"ENSG00000233928",NA,0.380333069419851,-0.142891032517052,0,0.016,1
"ENSG00000225970",NA,0.380333069419851,-0.19466917654326,0,0.016,1
"ENSG00000232725",NA,0.380333069419851,0.446860532602901,0,0.016,1
"ENSG00000160219","GAB3",0.380333069419851,0.340469582411026,0,0.016,1
"ENSG00000104728","ARHGEF10",0.380333069419851,0.391860058180518,0,0.016,1
"ENSG00000104760","FGL1",0.380333069419851,-0.525278341054139,0,0.016,1
"ENSG00000104689","TNFRSF10A",0.380333069419851,0.359912005352784,0,0.016,1
"ENSG00000253390",NA,0.380333069419851,-0.692374242006481,0,0.016,1
"ENSG00000253452","LOC124902062",0.380333069419851,-0.362084863693556,0,0.016,1
"ENSG00000253363","LOC124906685",0.380333069419851,-0.321757694305378,0,0.016,1
"ENSG00000253344",NA,0.380333069419851,-0.500757198664062,0,0.016,1
"ENSG00000131203","IDO1",0.380333069419851,0.530028218871774,0,0.016,1
"ENSG00000253821",NA,0.380333069419851,-1.26862276249429,0,0.016,1
"ENSG00000246145","RRS1-DT",0.380333069419851,0.299139161777881,0,0.016,1
"ENSG00000250295","RDH10-AS1",0.380333069419851,0.62702994049891,0,0.016,1
"ENSG00000271971",NA,0.380333069419851,-0.176615713826631,0,0.016,1
"ENSG00000253619",NA,0.380333069419851,0.336765236389392,0,0.016,1
"ENSG00000248690","HAS2-AS1",0.380333069419851,0.260661773599423,0,0.016,1
"ENSG00000255491","LOC105375743",0.380333069419851,0.220851451901358,0,0.016,1
"ENSG00000137135","ARHGEF39",0.380333069419851,0.509171172574225,0,0.016,1
"ENSG00000196196","HRCT1",0.380333069419851,0.752257548138915,0,0.016,1
"ENSG00000226877","LOC124900638",0.380333069419851,0.142433316422975,0,0.016,1
"ENSG00000160446","ZDHHC12",0.380333069419851,-0.110116407468531,0,0.016,1
"ENSG00000148344","PTGES",0.380333069419851,0.688358438150797,0,0.016,1
"ENSG00000126878","AIF1L",0.380333069419851,-1.99209997960941,0,0.016,1
"ENSG00000165702","GFI1B",0.380333069419851,-0.455375984212651,0,0.016,1
"ENSG00000228877","LOC100506532",0.380333069419851,0.517503495669955,0,0.016,1
"ENSG00000260220","CCDC187",0.380333069419851,0.391781204429843,0,0.016,1
"ENSG00000262075","DKFZP434A062",0.380333069419851,0.555777614511545,0,0.016,1
"ENSG00000148400","NOTCH1",0.380333069419851,0.185309187502677,0,0.016,1
"ENSG00000229257",NA,0.380333069419851,-0.485553652062921,0,0.016,1
"ENSG00000274897",NA,0.380333069419851,0.863764543995742,0,0.016,1
"ENSG00000167346","MMP26",0.380333069419851,-0.356805789134004,0,0.016,1
"ENSG00000110148","CCKBR",0.380333069419851,0.333490581411067,0,0.016,1
"ENSG00000148942","SLC5A12",0.380333069419851,0.370095306826696,0,0.016,1
"ENSG00000180210","F2",0.380333069419851,-0.3751041726784,0,0.016,1
"ENSG00000255432",NA,0.380333069419851,-0.670266656487674,0,0.016,1
"ENSG00000168062","BATF2",0.380333069419851,-0.258473384814201,0,0.016,1
"ENSG00000256448",NA,0.380333069419851,0.828275329431492,0,0.016,1
"ENSG00000255467",NA,0.380333069419851,0.670737267399324,0,0.016,1
"ENSG00000255689",NA,0.380333069419851,0.213805076909763,0,0.016,1
"ENSG00000196119","OR8A1",0.380333069419851,0.247648767863066,0,0.016,1
"ENSG00000213994","PFKFB3-AS1",0.380333069419851,0.788722037470819,0,0.016,1
"ENSG00000238246",NA,0.380333069419851,0.319208043736211,0,0.016,1
"ENSG00000128815","WDFY4",0.380333069419851,-0.388411837415179,0,0.016,1
"ENSG00000232682",NA,0.380333069419851,0.482109582562586,0,0.016,1
"ENSG00000285300",NA,0.380333069419851,0.25918205458208,0,0.016,1
"ENSG00000228261",NA,0.380333069419851,-0.391339441529026,0,0.016,1
"ENSG00000148824","MTG1",0.380333069419851,0.214682809643197,0,0.016,1
"ENSG00000278518",NA,0.380333069419851,-0.518078989774835,0,0.016,1
"ENSG00000067182","TNFRSF1A",0.380333069419851,0.321767264171761,0,0.016,1
"ENSG00000111305","GSG1",0.380333069419851,0.480956298719251,0,0.016,1
"ENSG00000134531","EMP1",0.380333069419851,-0.291302746474966,0,0.016,1
"ENSG00000256538",NA,0.380333069419851,0.738667019539863,0,0.016,1
"ENSG00000258167","LOC105369736",0.380333069419851,0.183130296431893,0,0.016,1
"ENSG00000250432",NA,0.380333069419851,0.740842894481781,0,0.016,1
"ENSG00000257429",NA,0.380333069419851,0.775734862493366,0,0.016,1
"ENSG00000011465","DCN",0.380333069419851,-0.261182703922018,0,0.016,1
"ENSG00000111335","OAS2",0.380333069419851,0.65194577122632,0,0.016,1
"ENSG00000257683",NA,0.380333069419851,0.103078972355012,0,0.016,1
"ENSG00000277368",NA,0.380333069419851,0.279848317456715,0,0.016,1
"ENSG00000247381",NA,0.380333069419851,0.64883314033298,0,0.016,1
"ENSG00000278338","VWA8-AS1",0.380333069419851,-0.150284932816433,0,0.016,1
"ENSG00000273723","SUGT1-DT",0.380333069419851,0.733475955902068,0,0.016,1
"ENSG00000226317","LINC00351",0.380333069419851,-0.130035271382515,0,0.016,1
"ENSG00000283828","F10-AS2",0.380333069419851,-0.365152989346647,0,0.016,1
"ENSG00000166091","CMTM5",0.380333069419851,0.500825595490695,0,0.016,1
"ENSG00000258790",NA,0.380333069419851,1.03178938513472,0,0.016,1
"ENSG00000229415","SFTA3",0.380333069419851,-0.691723775916821,0,0.016,1
"ENSG00000177465","ACOT4",0.380333069419851,0.624739641491217,0,0.016,1
"ENSG00000259319",NA,0.380333069419851,0.411128259959964,0,0.016,1
"ENSG00000258473",NA,0.380333069419851,0.205979934443699,0,0.016,1
"ENSG00000258920","FOXN3-AS1",0.380333069419851,0.469937899481272,0,0.016,1
"ENSG00000258730","ITPK1-AS1",0.380333069419851,0.543061407459633,0,0.016,1
"ENSG00000259168",NA,0.380333069419851,0.985931563846013,0,0.016,1
"ENSG00000206127","GOLGA8O",0.380333069419851,0.317317312259903,0,0.016,1
"ENSG00000276702",NA,0.380333069419851,0.625076319360188,0,0.016,1
"ENSG00000137825","ITPKA",0.380333069419851,-0.398921437057687,0,0.016,1
"ENSG00000276524","LINC03065",0.380333069419851,0.917007890157104,0,0.016,1
"ENSG00000259361","LINC00927",0.380333069419851,0.360187181987506,0,0.016,1
"ENSG00000172183","ISG20",0.380333069419851,0.368412173070262,0,0.016,1
"ENSG00000259403","LOC105371006",0.380333069419851,0.382526117705142,0,0.016,1
"ENSG00000007384","RHBDF1",0.380333069419851,0.709715069589786,0,0.016,1
"ENSG00000268836",NA,0.380333069419851,0.391899686375683,0,0.016,1
"ENSG00000260989","LOC105371046",0.380333069419851,0.361188707495455,0,0.016,1
"ENSG00000006327","TNFRSF12A",0.380333069419851,0.772410330901678,0,0.016,1
"ENSG00000282034",NA,0.380333069419851,0.59818585688615,0,0.016,1
"ENSG00000183196","CHST6",0.380333069419851,0.290363742521962,0,0.016,1
"ENSG00000261313",NA,0.380333069419851,-0.388767453827568,0,0.016,1
"ENSG00000260733",NA,0.380333069419851,0.129450302610132,0,0.016,1
"ENSG00000269935","LOC124903750",0.380333069419851,0.312066735452389,0,0.016,1
"ENSG00000261848",NA,0.380333069419851,0.549257962279406,0,0.016,1
"ENSG00000170296","GABARAP",0.380333069419851,-0.327010311906639,0,0.016,1
"ENSG00000233223","MPDU1-AS1",0.380333069419851,0.385366340208972,0,0.016,1
"ENSG00000132518","GUCY2D",0.380333069419851,-0.974551017491095,0,0.016,1
