"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_Symbol"
0.00589493605357083,0,4.24178820681828,0,1,1,"ANGPTL7"
1.57145884259187,-0.851963996309694,0.705243753284267,-1.20804188954835,0.2270311499705,1,"UBIAD1"
0.0243219221838231,-1.04261959965542,4.24120138305776,-0.24583119392075,0.805812908635545,1,"AL031291.1"
4.41604310931638,0.282791164945023,0.767042909983466,0.368677112146332,0.712368410673294,1,"DISP3"
0,NA,NA,NA,NA,NA,"LINC01647"
0.0309290578018343,-0.746167322961587,4.22450760271404,-0.176628235319594,0.859800414194235,1,"AL031731.1"
5.34888614658166,0.666445105014596,0.65653191453773,1.01509932762956,0.310058482112144,1,"FBXO2"
2.72173309947548,-0.0494090312030413,0.743526764497843,-0.0664522564112548,0.94701776750664,1,"FBXO44"
0.146434388872099,0.026600922511975,1.51564227492031,0.017550924088188,0.985997107542583,1,"FBXO6"
1.57611967329564,-0.387311992914173,0.818052858017776,-0.473455949842494,0.635887921055648,1,"MAD2L2"
0.0932657322908379,-0.727476547735443,2.95825312032576,-0.245914233213192,0.805748625594433,1,"DRAXIN"
2.54203497368719,-0.637346494188198,0.858290815817272,-0.7425763883787,0.457738188094709,1,"AGTRAP"
0.0327991530580537,-1.01895805945004,3.54923873189236,-0.287092003784926,0.774041874642464,1,"C1orf167"
0.00434838018877796,0,4.24178820690601,0,1,1,"AL953897.1"
4.23913224359602,-0.53157684777319,0.704369709852635,-0.754684422594498,0.450438355341555,1,"MTHFR"
3.13847168696857,-0.458141085713516,0.763871153133257,-0.599762255498596,0.548664691434134,1,"CLCN6"
0.0617149189231213,-1.28933870274137,3.44705342008291,-0.374040824325363,0.708373943574097,1,"NPPA-AS1"
0,NA,NA,NA,NA,NA,"NPPA"
0.00518768882877723,0,4.24178820711873,0,1,1,"NPPB"
3.07894008648443,-0.341232005757486,0.552170175990375,-0.617983405469973,0.536586277512411,1,"KIAA2013"
10.4053000162874,0.714270533935116,0.885430316003879,0.80669310845235,0.419843315550213,1,"PLOD1"
4.82642313079715,-0.16815392145283,0.634775372826929,-0.264903032869671,0.791084161886627,1,"MFN2"
2.82636348778247,0.081657184139523,0.712633947389399,0.114585032664608,0.908774043763485,1,"MIIP"
0.0338039110670427,-0.91404617310176,4.04704923332338,-0.22585496750954,0.82131422354089,1,"TNFRSF8"
2.16254316991143,-1.07759091906526,1.11675141572299,-0.964933559871624,0.334578090877758,1,"TNFRSF1B"
28.3043830891133,0.221486094086002,0.292103198181438,0.758246042716818,0.448303702288532,1,"VPS13D"
0,NA,NA,NA,NA,NA,"AC243836.1"
10.4322568150181,0.0264173936060675,0.589316617905022,0.0448271655735408,0.964245071856178,1,"DHRS3"
0,NA,NA,NA,NA,NA,"AC254633.1"
0.00280481664797096,-1.09413363369884,4.24172011697849,-0.257945739823641,0.796448783699198,1,"AADACL4"
0,NA,NA,NA,NA,NA,"AADACL3"
0.0776668870913753,-0.954207534533413,3.11477291145052,-0.306348989688962,0.759338942653681,1,"C1orf158"
0,NA,NA,NA,NA,NA,"PRAMEF12"
0,NA,NA,NA,NA,NA,"PRAMEF1"
0,NA,NA,NA,NA,NA,"LINC01784"
0,NA,NA,NA,NA,NA,"PRAMEF11"
0.00288008008771115,0,4.24178820756138,0,1,1,"HNRNPCL1"
0,NA,NA,NA,NA,NA,"PRAMEF2"
0,NA,NA,NA,NA,NA,"PRAMEF4"
0,NA,NA,NA,NA,NA,"PRAMEF10"
0,NA,NA,NA,NA,NA,"PRAMEF7"
0,NA,NA,NA,NA,NA,"PRAMEF6"
0,NA,NA,NA,NA,NA,"PRAMEF27"
0,NA,NA,NA,NA,NA,"HNRNPCL3"
0,NA,NA,NA,NA,NA,"PRAMEF25"
0,NA,NA,NA,NA,NA,"HNRNPCL2"
0,NA,NA,NA,NA,NA,"AC245056.1"
0,NA,NA,NA,NA,NA,"PRAMEF26"
0,NA,NA,NA,NA,NA,"HNRNPCL4"
0,NA,NA,NA,NA,NA,"PRAMEF9"
0,NA,NA,NA,NA,NA,"PRAMEF13"
0,NA,NA,NA,NA,NA,"PRAMEF18"
0,NA,NA,NA,NA,NA,"PRAMEF5"
0,NA,NA,NA,NA,NA,"PRAMEF8"
0,NA,NA,NA,NA,NA,"PRAMEF33"
0,NA,NA,NA,NA,NA,"PRAMEF15"
0,NA,NA,NA,NA,NA,"AC243961.1"
0,NA,NA,NA,NA,NA,"PRAMEF14"
