"","Gene_Symbol","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NEAT1","NEAT1",0,1.24199678686269,0.991,0.965,0
"MSRA","MSRA",1.0534058998643e-248,2.25897671485082,0.61,0.194,2.81649135446717e-244
"SLC35F3","SLC35F3",6.73771245006882e-226,2.38184112454975,0.533,0.146,1.8014621777749e-221
"SLC39A11","SLC39A11",1.41077226853007e-217,0.938699101064021,0.961,0.855,3.77198181436885e-213
"CDKL1","CDKL1",6.05208328282128e-215,1.77188464273735,0.688,0.32,1.61814550732793e-210
"SLC38A2","SLC38A2",1.28657688494631e-181,1.46478932926374,0.722,0.417,3.43992061728095e-177
"USP31","USP31",1.89130384086663e-174,1.22934771668099,0.82,0.573,5.0567790793251e-170
"POLR2F","POLR2F",2.74880089484658e-174,-1.06349575609158,0.678,0.897,7.34946895255129e-170
"PLEKHH1","PLEKHH1",6.50579825797736e-173,-0.715708911936231,0.88,0.967,1.73945528023541e-168
"ERBIN","ERBIN",1.53316393697294e-172,0.741906942693388,0.987,0.973,4.09922041828454e-168
"ENSG00000283486","ENSG00000283486",9.68314840852311e-172,1.47348082471644,0.705,0.375,2.58898338998682e-167
"TPD52L1","TPD52L1",6.72113496323711e-166,4.97044328742799,0.226,0.008,1.79702985512071e-161
"SIK3","SIK3",5.32388301995957e-165,-0.632419062204544,0.977,0.989,1.42344660304659e-160
"PPP2R2B","PPP2R2B",5.60101008244809e-162,-0.71663064038964,0.967,0.985,1.49754206574415e-157
"ENSG00000285106","ENSG00000285106",3.61767637205235e-160,0.914816898446384,0.948,0.879,9.67258131595636e-156
"MOBP","MOBP",2.41163561057784e-159,-0.754887080271621,0.924,0.979,6.44799013200198e-155
"ANK2","ANK2",2.3857334152294e-151,-0.679344944715734,0.936,0.976,6.37873543229885e-147
"SLC44A1","SLC44A1",3.33314228419384e-150,0.475606637887063,0.999,0.996,8.91182252524907e-146
"MIR219A2HG","MIR219A2HG",9.28368677871268e-147,-1.45103840978715,0.523,0.763,2.48217933402441e-142
"ANKRD18A","ANKRD18A",1.37767627335944e-131,1.1767380593852,0.697,0.395,3.68349305208115e-127
"TP53TG5","TP53TG5",1.28085955646897e-128,-1.3847315586391,0.369,0.647,3.42463419613109e-124
"TMPRSS5","TMPRSS5",1.50324211067467e-128,1.95694912571253,0.403,0.132,4.01921843131086e-124
"GRID2","GRID2",1.51135912909619e-126,1.03770913707689,0.667,0.323,4.04092090346449e-122
"CIRBP","CIRBP",3.60104186027902e-126,-1.25910965033928,0.367,0.654,9.62810562182801e-122
"KCNH8","KCNH8",6.06001032470501e-125,-0.829578727285033,0.798,0.911,1.62026496051638e-120
"CARNS1","CARNS1",6.31096016828649e-124,-0.895655144060729,0.637,0.849,1.68736142019476e-119
"HSPA1A","HSPA1A",1.021637317848e-119,1.54129165731585,0.616,0.338,2.7315516967302e-115
"FKBP5","FKBP5",1.44152092910279e-119,0.979493741938698,0.833,0.644,3.85419450814212e-115
"ANK3","ANK3",1.52237186606441e-116,-0.754120827682047,0.922,0.96,4.07036565829642e-112
"TRIM2","TRIM2",6.31506364956498e-114,-0.575797046953669,0.949,0.98,1.68845856798419e-109
"PTK2","PTK2",7.44192631853146e-114,-0.555892265239176,0.929,0.966,1.98974783978576e-109
"JAKMIP3","JAKMIP3",7.90931073234082e-114,1.06121080610682,0.726,0.494,2.11471241050597e-109
"ENSG00000243444","ENSG00000243444",5.19923226701415e-112,-1.12747834353616,0.492,0.733,1.39011873123157e-107
"PTPRD","PTPRD",3.88425217466119e-111,-0.394125580060449,0.991,0.995,1.03853250393916e-106
"FBXO2","FBXO2",1.93430147070406e-109,2.43282683648269,0.253,0.051,5.17174184222145e-105
"DPP6","DPP6",2.39488066520234e-108,0.933034858613896,0.815,0.576,6.40319243455149e-104
"FMO5","FMO5",2.15990130912725e-107,1.99141542747838,0.392,0.151,5.77492813021352e-103
"PEX5L","PEX5L",2.32541499014414e-106,0.476332094383538,0.997,0.986,6.21746205914837e-102
"ASTN2","ASTN2",1.53047470292608e-105,-1.1803864152698,0.432,0.679,4.09203021321347e-101
"FBXO32","FBXO32",1.0212534746802e-103,1.03921910604207,0.69,0.438,2.73052541525245e-99
"CHORDC1","CHORDC1",2.69518391284082e-101,1.6040401952473,0.429,0.181,7.2061132277625e-97
"ANLN","ANLN",2.48491130565139e-98,0.586876448643002,0.938,0.843,6.64390735792012e-94
"FANCC","FANCC",1.06926142815302e-97,1.46047375725778,0.432,0.183,2.85888428045272e-93
"MIR4527HG","MIR4527HG",1.56458201260682e-97,3.09473734535789,0.203,0.033,4.18322292710686e-93
"SEM1","SEM1",3.66096083623296e-97,1.14619152895056,0.617,0.366,9.78831098783605e-93
"CPQ","CPQ",1.41962830391571e-96,0.802782708698907,0.848,0.703,3.79566019617943e-92
"SORL1","SORL1",5.02586322065679e-93,0.882945551292843,0.738,0.509,1.34376504930701e-88
"NAALADL2","NAALADL2",5.36733764429419e-93,-0.976123631653116,0.537,0.76,1.43506506595494e-88
"HSPH1","HSPH1",5.52925852280666e-93,1.71652126594333,0.385,0.157,1.47835785124282e-88
"PDE4DIP","PDE4DIP",8.76456234943252e-93,0.848563086897418,0.789,0.618,2.34338103536777e-88
"MAP2K4","MAP2K4",1.90965905154779e-92,0.826362348290081,0.768,0.555,5.10585540612334e-88
"S100A6","S100A6",4.03445052450535e-92,2.81186874216109,0.219,0.046,1.078691036737e-87
"PPFIA2","PPFIA2",1.72945744752225e-89,-1.07509576085435,0.422,0.658,4.62405037744025e-85
"QDPR","QDPR",2.23619599407162e-89,0.620320849573037,0.942,0.882,5.97891722934929e-85
"ZFYVE16","ZFYVE16",4.3676460233764e-89,-0.667135090715737,0.739,0.873,1.16777751727015e-84
"PLCL1","PLCL1",1.14989384255107e-87,0.490132978179471,0.991,0.979,3.07447116682881e-83
"CAB39L","CAB39L",3.54359145487303e-87,1.33761719318092,0.443,0.207,9.47450047289401e-83
"PDE8A","PDE8A",5.56176649586924e-87,-0.50713459270455,0.922,0.969,1.48704950800056e-82
"LSS","LSS",2.43737686720771e-86,0.803981518317503,0.803,0.643,6.51681452985325e-82
"ZMYND8","ZMYND8",1.51519302215362e-84,0.897005715784136,0.794,0.643,4.05117158333212e-80
"SEPTIN8","SEPTIN8",2.23842186467366e-84,0.840270805372745,0.767,0.597,5.98486853957797e-80
"MRPS6","MRPS6",3.39951421026489e-84,2.72079209477624,0.168,0.024,9.08928114398525e-80
"TLE4","TLE4",1.92991352568661e-83,0.777883691873196,0.82,0.664,5.16000979362828e-79
"RBM48","RBM48",2.1458199959078e-83,1.46520546110954,0.392,0.167,5.73727892305869e-79
"PHLDB1","PHLDB1",5.54856462980504e-83,-0.659037173910176,0.729,0.857,1.48351972507097e-78
"LGR4","LGR4",1.43764357042701e-82,1.18329841667894,0.489,0.248,3.84382761425069e-78
"HSP90AA1","HSP90AA1",2.51068340917048e-82,0.659150132640664,0.939,0.889,6.7128142310991e-78
"SLC7A11","SLC7A11",2.4374250713814e-81,2.06072800737019,0.257,0.076,6.51694341335245e-77
"LINC01608","LINC01608",6.83626300158355e-80,-1.02910861152108,0.44,0.659,1.82781163873339e-75
"SEMA3B","SEMA3B",1.60474758646062e-79,-0.797150983256715,0.582,0.754,4.29061362191976e-75
"LRP1B","LRP1B",1.23251237674555e-78,0.486281004080551,0.962,0.877,3.29536834170458e-74
"FDFT1","FDFT1",2.12221175875316e-78,1.06451126871006,0.622,0.412,5.67415757937832e-74
"CLMN","CLMN",3.93802074977058e-78,0.47607762601562,0.97,0.938,1.05290860786616e-73
"IL1RAPL1","IL1RAPL1",9.15295233589825e-78,-0.352167280799644,0.99,0.994,2.44722486604912e-73
"SELENOP","SELENOP",3.58148030897452e-77,0.902197609451271,0.813,0.718,9.57580390210516e-73
"SPOCK1","SPOCK1",2.80545173053467e-76,-0.494754327590877,0.902,0.97,7.50093629193054e-72
"OLMALINC","OLMALINC",2.86892643911585e-76,0.880925746374642,0.748,0.58,7.67064862026406e-72
"PLXDC2","PLXDC2",4.36126872699649e-76,-1.38093672777001,0.252,0.477,1.16607241953705e-71
"PTGES3","PTGES3",4.50374230732344e-76,1.03921424485859,0.579,0.368,1.20416558070907e-71
"NFKBIZ","NFKBIZ",2.56795122805704e-75,1.12451806340831,0.526,0.301,6.8659311984561e-71
"CTNNA3","CTNNA3",1.40737933347507e-73,-0.315629778615612,0.994,0.996,3.7629101239123e-69
"ANAPC16","ANAPC16",2.40277364541282e-73,0.884770949307494,0.642,0.428,6.42429589574024e-69
"ATP1B1","ATP1B1",5.82575822746229e-73,0.62119573125785,0.893,0.809,1.55763297727659e-68
"OPALIN","OPALIN",5.8296844119963e-73,-2.12694407855227,0.088,0.282,1.55868272123545e-68
"PNISR","PNISR",7.01551305534089e-73,0.646335830153302,0.836,0.693,1.87573772560649e-68
"LUCAT1","LUCAT1",8.61791462926283e-73,2.5077287143031,0.16,0.027,2.304171834426e-68
"CCP110","CCP110",1.32102709137732e-72,0.721983002476654,0.789,0.639,3.53203013421555e-68
"CEDORA","CEDORA",2.03109674506242e-72,0.619957561372938,0.842,0.698,5.43054336727339e-68
"GIPR","GIPR",2.3650809856642e-72,1.9836501124757,0.223,0.062,6.32351703137038e-68
"ADARB2","ADARB2",2.97872524126324e-71,0.725070091683801,0.766,0.585,7.96421767756553e-67
"MRAS","MRAS",4.74553689588227e-71,1.76594785901022,0.271,0.094,1.26881419985204e-66
"OGFRL1","OGFRL1",6.44335404118208e-71,3.02653390319495,0.195,0.05,1.72275956999085e-66
"PPA1","PPA1",1.53578425267286e-70,1.02591776698661,0.64,0.459,4.10622635637142e-66
"IRAK2","IRAK2",1.75233838182739e-70,1.15711715603625,0.483,0.266,4.6852271314919e-66
"PLOD3","PLOD3",3.17642836861986e-70,1.18772296706959,0.454,0.238,8.49281652917893e-66
"PRKX","PRKX",4.23052804412289e-70,1.14112881349028,0.482,0.266,1.13111628315714e-65
"TMT1A","TMT1A",1.44613405045659e-69,1.28248197601421,0.407,0.203,3.86652861070579e-65
"SLC25A18","SLC25A18",1.9142515104933e-69,1.94150669477772,0.215,0.06,5.11813426360593e-65
"HSPA1B","HSPA1B",2.5393480899617e-69,1.61524291330219,0.308,0.124,6.7894549881306e-65
"SCD5","SCD5",1.1494485989612e-68,-0.521931706229022,0.835,0.915,3.07328071904257e-64
"ENOSF1","ENOSF1",8.00841573686672e-68,-0.846370910447924,0.489,0.666,2.14121011556605e-63
"PDE4B","PDE4B",1.12309666241227e-67,-0.362185321319852,0.991,0.99,3.00282354629169e-63
"CA2","CA2",2.67120189117004e-67,0.91968386855053,0.613,0.403,7.14199249642133e-63
"LINC00862","LINC00862",3.78814807305146e-67,0.970834184195727,0.54,0.318,1.01283715029177e-62
"ZEB2","ZEB2",7.79157630701647e-67,-0.42806453416665,0.964,0.98,2.08323375720699e-62
"CNP","CNP",4.32042589151492e-66,-0.543628278581263,0.825,0.9,1.15515227061434e-61
"PCLO","PCLO",1.21012698271135e-65,1.25046796437273,0.371,0.173,3.23551651367533e-61
"AUTS2","AUTS2",5.9118634053613e-65,-0.531339691752688,0.882,0.935,1.58065491869145e-60
"TUBA1A","TUBA1A",8.04916253973695e-65,-0.674323551916331,0.644,0.79,2.15210458824947e-60
"BACE2","BACE2",8.59169142537932e-65,1.4203683130458,0.349,0.158,2.29716053640367e-60
"P2RX7","P2RX7",2.98873903788298e-64,0.604530572967883,0.817,0.697,7.99099156558773e-60
"PPM1E","PPM1E",5.38160689763953e-64,1.65363564205761,0.248,0.084,1.43888023622188e-59
"DNAJB6","DNAJB6",5.52025901591663e-64,0.964594250819928,0.525,0.313,1.47595165308563e-59
"NCAM1","NCAM1",6.75387681150087e-64,0.313287544472677,0.991,0.986,1.80578404309099e-59
"RBFOX1","RBFOX1",1.4915858547478e-63,1.3411998687944,0.477,0.284,3.9880530998392e-59
"STIP1","STIP1",7.71397862186539e-62,1.32619792720906,0.338,0.153,2.06248646412815e-57
"CREB5","CREB5",1.33661497463193e-61,-0.532452074744625,0.888,0.936,3.57370745767338e-57
"MID1IP1","MID1IP1",1.64571431789912e-61,1.12914873378378,0.46,0.263,4.40014637176689e-57
"FRMD4B","FRMD4B",1.18536173422876e-60,-0.372789139434801,0.974,0.977,3.16930166880743e-56
"FNBP1","FNBP1",1.365457880147e-60,-0.452732047146674,0.862,0.92,3.65082473414904e-56
"PLCXD1","PLCXD1",2.13835991237102e-60,2.45967901185047,0.19,0.055,5.71733289770639e-56
"SLC25A48","SLC25A48",5.24624001726815e-60,1.44978748286558,0.285,0.116,1.40268719341699e-55
"SOWAHA","SOWAHA",5.72575368629482e-60,1.91380432135194,0.185,0.05,1.53089476310465e-55
"SFMBT2","SFMBT2",1.48190337887e-59,0.774387492998947,0.674,0.481,3.96216506408473e-55
"ENSG00000230084","ENSG00000230084",2.03819570784412e-59,-1.47432499068521,0.29,0.465,5.44952386406284e-55
"CHDH","CHDH",3.55276429494256e-59,1.83801963872654,0.202,0.061,9.49902589538792e-55
"MOG","MOG",4.90034315093918e-59,-0.489327650382059,0.83,0.91,1.31020474826661e-54
"CYP7B1","CYP7B1",5.49856234961776e-59,-1.12499864673828,0.281,0.481,1.4701506154173e-54
"NTM","NTM",6.19167906007564e-59,0.383800402758069,0.988,0.948,1.65546923029242e-54
"NAIP","NAIP",9.98805240057216e-59,0.632637975890189,0.756,0.582,2.67050557034098e-54
"IRS2","IRS2",1.37567559733589e-58,1.14132746859584,0.415,0.222,3.67814384459697e-54
"PLLP","PLLP",3.13966862851534e-58,-0.688055439591602,0.6,0.745,8.39453201206147e-54
"PACS2","PACS2",9.50569925964013e-58,0.508835098938045,0.9,0.805,2.54153881104998e-53
"SPP1","SPP1",3.08237227909415e-57,0.678800739379781,0.901,0.876,8.24133876261402e-53
"ZNF652","ZNF652",5.48423846188697e-57,0.568855022566708,0.874,0.772,1.46632083755472e-52
"PRKCE","PRKCE",2.9490825948289e-56,0.869364552720054,0.586,0.391,7.88496213379404e-52
"PIEZO2","PIEZO2",3.69041716482095e-56,0.604288083459334,0.858,0.749,9.86706837358178e-52
"LINC00499","LINC00499",1.76528474774992e-55,3.59684947774079,0.111,0.016,4.71984183005895e-51
"MAP4K5","MAP4K5",6.41125091398413e-55,0.388900829233414,0.947,0.911,1.71417615687194e-50
"MIR2052HG","MIR2052HG",1.13021014775415e-54,1.68027002332124,0.203,0.065,3.02184287205028e-50
"DDX3Y","DDX3Y",1.52767191676798e-54,1.26565616917008,0.311,0.139,4.08453640386255e-50
"COPA","COPA",2.0485359340235e-54,0.640751062719307,0.74,0.604,5.47717052679863e-50
"UNC5C","UNC5C",2.599571452948e-54,-0.463562271664073,0.957,0.961,6.95047419374707e-50
"SASH1","SASH1",4.17965699279245e-54,0.467925663751374,0.878,0.757,1.11751489016292e-49
"PLD5","PLD5",1.42765727745787e-53,0.72594559765155,0.666,0.478,3.81712726273911e-49
"ENSG00000259678","ENSG00000259678",3.26558298300407e-53,1.04064761885093,0.403,0.217,8.73118922165798e-49
"SNX24","SNX24",4.78630643856258e-53,0.923394199622668,0.487,0.297,1.27971475247848e-48
"P3H2","P3H2",7.21177524357542e-53,1.53299084663981,0.236,0.09,1.92821234687476e-48
"ENSG00000233359","ENSG00000233359",1.35918516391131e-52,1.65736588756402,0.208,0.072,3.63405337274966e-48
"CPM","CPM",1.97323220660544e-52,0.624271078615506,0.73,0.564,5.27583095080096e-48
"PPP1R14A","PPP1R14A",3.61126984223412e-52,-0.710268204080513,0.58,0.729,9.65545217718136e-48
"SEPTIN7","SEPTIN7",4.50436318832047e-52,-0.370762195360698,0.941,0.966,1.20433158566124e-47
"OSBPL1A","OSBPL1A",5.05873430777651e-52,-0.456317768461885,0.865,0.904,1.3525537918702e-47
"RAMP1","RAMP1",5.35761778888684e-52,1.74179013644915,0.188,0.059,1.43246626821467e-47
"LDLRAD4","LDLRAD4",1.91451106633971e-51,-0.749547589075397,0.472,0.64,5.11882823807247e-47
"DNAJB1","DNAJB1",3.80117196204576e-51,1.24079128335991,0.299,0.138,1.01631934749217e-46
"CLIP4","CLIP4",1.29074895057602e-50,0.584642407123498,0.802,0.712,3.4510754691551e-46
"FXR1","FXR1",1.59216888841992e-50,0.668906686972321,0.674,0.515,4.25698195696834e-46
"ZNF521","ZNF521",1.62946125014569e-50,0.866661010643214,0.488,0.295,4.35669054451454e-46
"ENSG00000285218","ENSG00000285218",2.64862667563497e-50,-0.562031961563767,0.86,0.919,7.08163314264521e-46
"MAST4","MAST4",3.63094987827313e-50,1.1253444733821,0.38,0.204,9.70807068953888e-46
"HSPB1","HSPB1",3.21013919827713e-49,2.66679995435546,0.116,0.022,8.58294917443355e-45
"INPP5F","INPP5F",5.91546732744799e-49,1.06876103750021,0.422,0.245,1.58161849933977e-44
"CCDC200","CCDC200",7.48858901827291e-49,-1.44326535810235,0.198,0.364,2.00222404581563e-44
"LOC101927237","LOC101927237",1.44586296748035e-48,1.6348911296081,0.194,0.067,3.86580381615222e-44
"EFHD1","EFHD1",5.37590692919786e-48,0.52004217877627,0.847,0.739,1.43735623565963e-43
"RAPGEF4","RAPGEF4",5.80857935187889e-48,1.57655230464123,0.243,0.102,1.55303986131186e-43
"VSIR","VSIR",8.99807179582961e-48,2.26820343757349,0.124,0.027,2.40581445605096e-43
"OR7C1","OR7C1",1.04074764879286e-47,1.80836586868301,0.175,0.056,2.78264698857748e-43
"JADE2","JADE2",1.41294348435226e-47,1.03250187925152,0.37,0.199,3.77778699411264e-43
"LINC03002","LINC03002",1.86748888876182e-47,-1.48005533660392,0.183,0.344,4.99310504188249e-43
"S100B","S100B",2.49196999271752e-47,-0.612877286876574,0.662,0.778,6.66278016952883e-43
"LOC105369147","LOC105369147",3.27232253968201e-47,1.85803205975979,0.161,0.048,8.7492087743478e-43
"LDB3","LDB3",6.29399273438899e-47,-0.520619981560783,0.707,0.809,1.68282483739358e-42
"USP32","USP32",1.07946560044326e-46,0.5521187823539,0.832,0.746,2.88616717590513e-42
"CLASP2","CLASP2",1.88143903903865e-46,-0.269869597856676,0.987,0.989,5.03040355867763e-42
"TRPM1","TRPM1",2.89282457802986e-46,-2.8852291309198,0.025,0.137,7.73454507427844e-42
"PLP1","PLP1",2.96319377559241e-46,-0.277547624658251,0.976,0.994,7.92269119780143e-42
"ADAMTSL3","ADAMTSL3",3.70971303018547e-46,0.857721414053112,0.477,0.296,9.9186597288069e-42
"CLCN4","CLCN4",5.17690249253969e-46,0.808733552554377,0.538,0.364,1.38414841943034e-41
"TMEM165","TMEM165",5.85028634794741e-46,-0.290414777363365,0.985,0.993,1.5641910608507e-41
"THRB","THRB",6.02673478207274e-46,1.42071168689713,0.258,0.116,1.61136807868279e-41
"PDS5B","PDS5B",6.28140453968958e-46,0.67633402646148,0.661,0.5,1.6794591317768e-41
"TANC1","TANC1",1.21168752453379e-45,0.523109817067644,0.796,0.677,3.23968893434598e-41
"EPCAM-DT","EPCAM-DT",2.2074456524177e-45,0.830404421521691,0.588,0.426,5.90204744086921e-41
"LINC01630","LINC01630",2.4125026491607e-45,-0.773760032125912,0.48,0.63,6.45030833306095e-41
"LMCD1-AS1","LMCD1-AS1",3.03120255913022e-45,-0.551672601594308,0.733,0.825,8.10452628234648e-41
"ERBB4","ERBB4",3.03626245506456e-45,-0.472205974832838,0.847,0.924,8.11805492610612e-41
"TJP1","TJP1",3.13974254911241e-45,-0.363007695503567,0.94,0.956,8.39472965356186e-41
"LPGAT1","LPGAT1",4.06966901810102e-45,-0.522590234314446,0.802,0.861,1.08810740536967e-40
"RASAL1","RASAL1",6.40224365121703e-45,-1.97420613351711,0.062,0.193,1.7117678850259e-40
"SORT1","SORT1",1.19367322674736e-44,0.346313543578231,0.958,0.925,3.19152410635442e-40
"C2CD2","C2CD2",1.22458568692547e-44,1.13801222471437,0.288,0.138,3.27417475113263e-40
"RNASE1","RNASE1",1.96774600011205e-44,-0.720806377191876,0.462,0.616,5.26116248049958e-40
"TUBB4A","TUBB4A",2.62805513989317e-44,-0.680477220601791,0.574,0.705,7.02663102753237e-40
"TXNIP","TXNIP",2.71855006159705e-44,-0.815140395221184,0.408,0.572,7.26858729969203e-40
"ENPP2","ENPP2",3.36175820962612e-44,-0.307551843459758,0.952,0.97,8.98833292507735e-40
"CMTM5","CMTM5",6.36634571177446e-44,-0.987889603578755,0.231,0.397,1.70216985295714e-39
"MARCKSL1","MARCKSL1",6.49406031852935e-44,-0.587954256591799,0.555,0.691,1.73631690736519e-39
"XPO1","XPO1",8.94669393437475e-44,0.682395559763647,0.607,0.441,2.39207755723378e-39
"TNS1","TNS1",9.41895949586853e-44,0.71016172256612,0.604,0.441,2.51834720041037e-39
"MSI2","MSI2",1.13126918002634e-43,0.610292502084574,0.741,0.591,3.02467440663643e-39
"PTBP2","PTBP2",1.17039286795265e-43,-0.411420187583412,0.843,0.899,3.129279411045e-39
"HSPA4L","HSPA4L",2.20654433833775e-43,1.76860241451695,0.154,0.047,5.89963759741364e-39
"ARL4A","ARL4A",3.16037533884482e-43,2.28173312535663,0.109,0.023,8.4498955434694e-39
"EXOC6B","EXOC6B",3.68047340080029e-43,-0.415870875499521,0.895,0.935,9.84048173171974e-39
"BCAS1","BCAS1",7.5829424332036e-43,-0.384209792287108,0.869,0.917,2.02745131836565e-38
"LGR5","LGR5",1.1641066365463e-42,0.715357177651582,0.589,0.417,3.11247191413385e-38
"NUFIP2","NUFIP2",1.75352359474944e-42,0.683021787423962,0.596,0.424,4.68839603528158e-38
"DNAJA1","DNAJA1",1.89083680838892e-42,1.08083974583149,0.353,0.196,5.05553037458945e-38
"NPTX2","NPTX2",2.10423028769884e-42,1.24248889742961,0.286,0.142,5.62608052022039e-38
"DPYD","DPYD",2.5848381895337e-42,-0.293766692735639,0.975,0.978,6.91108186735626e-38
"CDH11","CDH11",4.30751337453401e-42,-1.075048730584,0.249,0.404,1.15169985094916e-37
"ZDHHC20","ZDHHC20",5.64736518647427e-42,0.395601460646972,0.926,0.841,1.50993602990762e-37
"HSP90AB1","HSP90AB1",1.19271454263001e-41,0.777373283046591,0.632,0.509,3.18896087262986e-37
"SREBF1","SREBF1",1.24916415687704e-41,-0.860322451273539,0.337,0.498,3.33989020624214e-37
"SLC4A8","SLC4A8",1.71509839339074e-41,-0.666979348476081,0.556,0.677,4.58565857440883e-37
"ARAP2","ARAP2",2.23303639110801e-41,-0.359219914961779,0.93,0.951,5.97046939890549e-37
"ENSG00000261621","ENSG00000261621",1.37014095173919e-40,1.51125621350814,0.173,0.062,3.66334586266508e-36
"BOK","BOK",1.59441401742248e-40,0.741102979703335,0.587,0.431,4.26298475838249e-36
"SEMA3C","SEMA3C",1.9421372758771e-40,0.597893078497909,0.65,0.481,5.19269243451262e-36
"C9orf153","C9orf153",3.08939473000032e-40,1.45564204336982,0.181,0.067,8.26011468960186e-36
"ATP1B3","ATP1B3",3.3966703368582e-40,0.94157647115618,0.39,0.234,9.08167747965777e-36
"NUPR1","NUPR1",8.73248890160253e-40,1.70019745465538,0.171,0.062,2.33480555762147e-35
"FTH1","FTH1",1.38815127423982e-39,-0.576827292992609,0.766,0.834,3.71150006193501e-35
"AK5","AK5",3.06418480981776e-39,-0.483632635288967,0.801,0.856,8.19271092600974e-35
"TIAM2","TIAM2",4.69894307801124e-39,0.774916268071792,0.516,0.351,1.25635641076787e-34
"PAPOLA","PAPOLA",5.03308729576849e-39,0.633850080144673,0.593,0.443,1.34569655026962e-34
"MET","MET",1.25957901318779e-38,1.77019711600698,0.128,0.036,3.3677364075602e-34
"EFR3B","EFR3B",1.42625453289312e-38,0.654670892328642,0.542,0.368,3.81337674459632e-34
"PWRN1","PWRN1",1.59756429584311e-38,0.994931131637081,0.381,0.227,4.27140765779572e-34
"PCDH9","PCDH9",1.7232504109666e-38,-0.202572962623929,0.999,1,4.60745462380139e-34
"IGF1R","IGF1R",2.29264667905042e-38,0.67047926837705,0.726,0.603,6.12984942577711e-34
"FAM66D","FAM66D",4.17670141448096e-38,-1.03764638582327,0.232,0.382,1.11672465718977e-33
"PALM2AKAP2","PALM2AKAP2",4.52325628009969e-38,-0.809015867841462,0.342,0.502,1.20938303161025e-33
"H3-3B","H3-3B",4.89918311434539e-38,-0.873159361405164,0.388,0.526,1.30989458928253e-33
"NECAB1","NECAB1",5.99010270787636e-38,-0.603382008970762,0.601,0.717,1.6015737610049e-33
"RTN1","RTN1",6.17204145253548e-38,0.592271897641845,0.671,0.524,1.65021872316441e-33
"SEMA6D","SEMA6D",7.38197016468366e-38,-1.0560315797613,0.205,0.358,1.97371736293147e-33
"MBP","MBP",8.50865230727199e-38,-0.204262937303316,0.999,0.999,2.27495836739531e-33
"LINGO1","LINGO1",8.5984155899354e-38,-1.15643808011481,0.211,0.357,2.29895837628103e-33
"L3MBTL4","L3MBTL4",1.58795615471577e-37,0.615447496995219,0.754,0.659,4.24571837086356e-33
"ADAM12","ADAM12",1.84657108231913e-37,0.798515692194255,0.435,0.276,4.93717710279666e-33
"SLC24A2","SLC24A2",1.92435712710246e-37,-0.279428582112589,0.991,0.99,5.14515365073385e-33
"DEPDC1B","DEPDC1B",2.14985180982154e-37,1.46145569969237,0.182,0.072,5.74805878391985e-33
"GAS7","GAS7",2.29720670178086e-37,-0.555363682578827,0.663,0.757,6.14204155855149e-33
"ZNF365","ZNF365",2.94979054531058e-37,0.786973501018843,0.587,0.455,7.88685498099689e-33
"NCKAP5","NCKAP5",3.67475282952888e-37,0.321535756525979,0.985,0.973,9.82518664031136e-33
"DOCK1","DOCK1",4.1267543671699e-37,0.370086159587857,0.942,0.895,1.10337031515022e-32
"NPFFR1","NPFFR1",4.98809558098773e-37,2.88663727411948,0.077,0.012,1.33366711548869e-32
"DPYSL4","DPYSL4",7.06691460434197e-37,1.17633932628654,0.256,0.127,1.88948095776291e-32
"APOLD1","APOLD1",1.44557426093422e-36,0.959073931330425,0.364,0.215,3.86503190145983e-32
"SGK3","SGK3",1.94597516572289e-36,0.390585049291369,0.897,0.845,5.20295380059328e-32
"MAN2A1","MAN2A1",2.17409276457421e-36,0.278156509949173,0.995,0.988,5.81287182464206e-32
"ENSG00000260392","ENSG00000260392",4.11205966284979e-36,1.62271282528655,0.135,0.043,1.09944139205615e-31
"ENSG00000249378","ENSG00000249378",4.865185400868e-36,2.24183178129247,0.107,0.027,1.30080462063008e-31
"ZNF536","ZNF536",6.94431289554906e-36,-0.294715034115955,0.947,0.963,1.85670093888295e-31
"CRYBG3","CRYBG3",1.00472241107594e-35,0.635446160943943,0.646,0.496,2.68632631049374e-31
"RUFY3","RUFY3",1.24941999707067e-35,0.448241417562036,0.813,0.713,3.34057424616786e-31
"FAM13C","FAM13C",1.26516688010123e-35,-0.4595048796141,0.767,0.837,3.38267668732666e-31
"LOC102724577","LOC102724577",1.40349823170674e-35,0.599531224079606,0.651,0.495,3.7525332221143e-31
"FKBP4","FKBP4",1.67201792803419e-35,1.1217733569393,0.242,0.117,4.47047433418501e-31
"LRRC1","LRRC1",1.74719048824114e-35,0.427145995000303,0.818,0.71,4.67146320841033e-31
"PRDM6","PRDM6",1.86001154481878e-35,1.73269094403064,0.12,0.034,4.97311286738198e-31
"KANSL1L","KANSL1L",2.52261021630328e-35,0.623087330929855,0.613,0.474,6.74470293533009e-31
"ENSG00000232104","ENSG00000232104",5.42349693166176e-35,-0.782463044786739,0.341,0.489,1.45008037461841e-30
"CPEB3","CPEB3",6.58282282907093e-35,0.65426908816596,0.6,0.455,1.7600493398087e-30
"HERPUD1","HERPUD1",8.15280417616538e-35,1.37688678780782,0.209,0.095,2.17981525258134e-30
"NAV2","NAV2",1.42608250078904e-34,0.551006044958615,0.744,0.597,3.81291678235966e-30
